Particulars,Frequency,Unit,Year,Value
Agricultural Production Foodgrains Cereals Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,105.7808
Agricultural Production Foodgrains Cereals Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,97.3038
Agricultural Production Foodgrains Tur Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,2.3141
Agricultural Production Foodgrains Other Kharif Pulses Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,0.70402
Agricultural Production Foodgrains Gram Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,6.3337
Agricultural Production Foodgrains Other Kharif Pulses Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,2.2878
Agricultural Production Foodgrains Pulses,"Annual, Ending mar Of Each Year",Ton mn,2007,14.19752
Agricultural Production Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,4.79542
Agricultural Production Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,9.4021
Agricultural Production Oilseeds,"Annual, Ending mar Of Each Year",Ton mn,2007,24.2894
Agricultural Production Oilseeds Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,14.0121
Agricultural Production Oilseeds Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,10.2773
Agricultural Production Oilseeds Groundnut,"Annual, Ending mar Of Each Year",Ton mn,2007,4.8635
Agricultural Production Oilseeds Groundnut Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,3.2942
Agricultural Production Oilseeds Groundnut Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,1.5693
Agricultural Production Oilseeds Castorseed Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,0.7623
Agricultural Production Oilseeds Sesamun Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,0.6184
Agricultural Production Oilseeds Nigerseed Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,0.1209
Agricultural Production Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,7.4378
Agricultural Production Oilseeds Linseed Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,0.1679
Agricultural Production Oilseeds Safflower Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,0.2403
Agricultural Production Oilseeds Sunflower,"Annual, Ending mar Of Each Year",Ton mn,2007,1.2275
Agricultural Production Oilseeds Sunflower Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,0.3655
Agricultural Production Oilseeds Sunflower Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,0.862
Agricultural Production Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,8.8508
Agricultural Production Commercial Crops Cotton,"Annual, Ending mar Of Each Year",Bale mn,2007,22.6318
Agricultural Production Commercial Crops Jute,"Annual, Ending mar Of Each Year",Bale mn,2007,10.3171
Agricultural Production Commercial Crops Mesta,"Annual, Ending mar Of Each Year",Bale mn,2007,0.9559
Agricultural Production Commercial Crops Jute and Mesta,"Annual, Ending mar Of Each Year",Bale mn,2007,11.273
Agricultural Production Commercial Crops Sugarcane,"Annual, Ending mar Of Each Year",Ton mn,2007,355.5197
Agricultural Production Plantation Crops Potato,"Annual, Ending mar Of Each Year",Ton mn,2007,22.2
Agricultural Production Major Crops Target Rice,"Annual, Ending mar Of Each Year",Ton mn,2007,92.8
Agricultural Production Major Crops Target Wheat,"Annual, Ending mar Of Each Year",Ton mn,2007,75.53
Agricultural Production Major Crops Target Coarse Cereals,"Annual, Ending mar Of Each Year",Ton mn,2007,36.52
Agricultural Production Major Crops Target Pulses,"Annual, Ending mar Of Each Year",Ton mn,2007,15.15
Agricultural Production Major Crops Target Foodgrains,"Annual, Ending mar Of Each Year",Ton mn,2007,220.0
Agricultural Production Major Crops Target Oilseeds,"Annual, Ending mar Of Each Year",Ton mn,2007,29.4
Agricultural Production Major Crops Target Sugarcane,"Annual, Ending mar Of Each Year",Ton mn,2007,270.0
Agricultural Production Major Crops Target Cotton,"Annual, Ending mar Of Each Year",Ton mn,2007,18.5
Agricultural Production Major Crops Target Jute and Mesta,"Annual, Ending mar Of Each Year",Ton mn,2007,11.28
Agricultural Production Major Crops Achievements Rice,"Annual, Ending mar Of Each Year",Ton mn,2007,93.35
Agricultural Production Major Crops Achievements Wheat,"Annual, Ending mar Of Each Year",Ton mn,2007,75.81
Agricultural Production Major Crops Achievements Coarse Cereals,"Annual, Ending mar Of Each Year",Ton mn,2007,33.92
Agricultural Production Major Crops Achievements Pulses,"Annual, Ending mar Of Each Year",Ton mn,2007,14.2
Agricultural Production Major Crops Achievements Foodgrains,"Annual, Ending mar Of Each Year",Ton mn,2007,217.28
Agricultural Production Major Crops Achievements Oilseeds,"Annual, Ending mar Of Each Year",Ton mn,2007,24.29
Agricultural Production Major Crops Achievements Sugarcane,"Annual, Ending mar Of Each Year",Ton mn,2007,355.52
Agricultural Production Major Crops Achievements Cotton,"Annual, Ending mar Of Each Year",Ton mn,2007,22.63
Agricultural Production Major Crops Achievements Jute and Mesta,"Annual, Ending mar Of Each Year",Ton mn,2007,11.27
Agricultural Production Area,"Annual, Ending mar Of Each Year",ha mn,2007,123.71
Agricultural Production Volume,"Annual, Ending mar Of Each Year",Ton mn,2007,217.28
Agricultural Production Yield,"Annual, Ending mar Of Each Year",kg/ha,2007,1756.0
Agricultural Production Kharif Area,"Annual, Ending mar Of Each Year",ha mn,2007,72.67
Agricultural Production Kharif Volume,"Annual, Ending mar Of Each Year",Ton mn,2007,110.58
Agricultural Production Kharif Yield,"Annual, Ending mar Of Each Year",kg/ha,2007,1522.0
Agricultural Production Rabi Area,"Annual, Ending mar Of Each Year",ha mn,2007,51.04
Agricultural Production Rabi Volume,"Annual, Ending mar Of Each Year",Ton mn,2007,106.71
Agricultural Production Rabi Yield,"Annual, Ending mar Of Each Year",kg/ha,2007,2091.0
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Total,"Annual, Ending mar Of Each Year",ha mn,2007,120.54
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,72.33
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,48.21
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Total,"Annual, Ending mar Of Each Year",ha mn,2007,28.91
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,22.55
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,6.36
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rice Total,"Annual, Ending mar Of Each Year",ha mn,2007,42.63
Agricultural Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rice Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,38.91
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Rice Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,3.72
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Wheat Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,26.53
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Jowar Total,"Annual, Ending mar Of Each Year",ha mn,2007,8.97
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Jowar Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,4.06
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Jowar Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,4.91
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Bajra Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,9.33
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Maize Total,"Annual, Ending mar Of Each Year",ha mn,2007,7.38
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Maize Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,6.58
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Coarse Cereals Maize Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,0.8
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Total,"Annual, Ending mar Of Each Year",ha mn,2007,22.46
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,10.86
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,11.6
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Tur Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,3.51
Agriculture Production Foodgrains Area 5 Yr Avg Foodgrains Pulses Gram Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,6.82
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds,"Annual, Ending mar Of Each Year",ha mn,2007,25.41
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Groundnut,"Annual, Ending mar Of Each Year",ha mn,2007,6.18
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",ha mn,2007,6.27
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",ha mn,2007,7.25
Agriculture Production Foodgrains Area 5 Yr Avg Oilseeds Nine Oilseeds Sunflower,"Annual, Ending mar Of Each Year",ha mn,2007,2.06
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Cotton,"Annual, Ending mar Of Each Year",ha mn,2007,8.38
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Jute and Mesta,"Annual, Ending mar Of Each Year",ha mn,2007,0.96
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Onion,"Annual, Ending mar Of Each Year",ha mn,2007,0.55
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Potato,"Annual, Ending mar Of Each Year",ha mn,2007,1.37
Agriculture Production Foodgrains Area 5 Yr Avg Other Cash Crops Sugarcane,"Annual, Ending mar Of Each Year",ha mn,2007,4.29
Agriculture Production Foodgrains Production Foodgrains Total,"Annual, Ending mar Of Each Year",Ton mn,2007,202.44
Agriculture Production Foodgrains Production Foodgrains Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,105.6
Agriculture Production Foodgrains Production Foodgrains Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,96.84
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Total,"Annual, Ending mar Of Each Year",Ton mn,2007,33.02
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,26.18
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,6.84
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Rice Total,"Annual, Ending mar Of Each Year",Ton mn,2007,85.72
Agricultural Production Foodgrains Production Foodgrains Coarse Cereals Rice Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,74.47
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Rice Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,11.25
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Wheat Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,70.34
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Jowar Total,"Annual, Ending mar Of Each Year",Ton mn,2007,7.14
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Jowar Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,4.18
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Jowar Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,2.96
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Bajra Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,8.17
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Maize Total,"Annual, Ending mar Of Each Year",Ton mn,2007,14.02
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Maize Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,11.44
Agriculture Production Foodgrains Production Foodgrains Coarse Cereals Maize Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,2.58
Agriculture Production Foodgrains Production Foodgrains Pulses Total,"Annual, Ending mar Of Each Year",Ton mn,2007,13.35
Agriculture Production Foodgrains Production Foodgrains Pulses Tur Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,2.39
Agriculture Production Foodgrains Production Foodgrains Pulses Gram Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,5.47
Agriculture Production Foodgrains Production Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,4.94
Agriculture Production Foodgrains Production Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,8.41
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds,"Annual, Ending mar Of Each Year",Ton mn,2007,23.33
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Groundnut,"Annual, Ending mar Of Each Year",Ton mn,2007,6.38
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",Ton mn,2007,6.67
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",Ton mn,2007,7.29
Agriculture Production Foodgrains Production Oilseeds Nine Oilseeds Sunflower,"Annual, Ending mar Of Each Year",Ton mn,2007,1.13
Agriculture Production Foodgrains Production Other Cash Crops Cotton,"Annual, Ending mar Of Each Year",Ton mn,2007,15.98
Agriculture Production Foodgrains Production Other Cash Crops Jute and Mesta,"Annual, Ending mar Of Each Year",Ton mn,2007,10.97
Agriculture Production Foodgrains Production Other Cash Crops Onion,"Annual, Ending mar Of Each Year",Ton mn,2007,6.54
Agriculture Production Foodgrains Production Other Cash Crops Potato,"Annual, Ending mar Of Each Year",Ton mn,2007,23.19
Agriculture Production Foodgrains Production Other Cash Crops Sugarcane,"Annual, Ending mar Of Each Year",Ton mn,2007,279.01
Agriculture Production Foodgrains Yield Foodgrains Total,"Annual, Ending mar Of Each Year",kg/ha,2007,1679.0
Agriculture Production Foodgrains Yield Foodgrains Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,1460.0
Agriculture Production Foodgrains Yield Foodgrains Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,2009.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Total,"Annual, Ending mar Of Each Year",kg/ha,2007,1142.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,1161.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,1075.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rice Total,"Annual, Ending mar Of Each Year",kg/ha,2007,2011.0
Agricultural Production Foodgrains Yield Foodgrains Coarse Cereals Rice Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,1914.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rice Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,3027.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Wheat Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,2651.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Total,"Annual, Ending mar Of Each Year",kg/ha,2007,796.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,1029.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,604.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Bajra Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,876.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Total,"Annual, Ending mar Of Each Year",kg/ha,2007,1901.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,1740.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,3220.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Total,"Annual, Ending mar Of Each Year",kg/ha,2007,594.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,455.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,725.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Tur Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,681.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Gram Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,803.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds,"Annual, Ending mar Of Each Year",kg/ha,2007,918.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Groundnut,"Annual, Ending mar Of Each Year",kg/ha,2007,1031.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",kg/ha,2007,1063.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",kg/ha,2007,1006.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Sunflower,"Annual, Ending mar Of Each Year",kg/ha,2007,549.0
Agriculture Production Foodgrains Yield Other Cash Crops Cotton,"Annual, Ending mar Of Each Year",kg/ha,2007,324.0
Agriculture Production Foodgrains Yield Other Cash Crops Jute and Mesta,"Annual, Ending mar Of Each Year",kg/ha,2007,2063.0
Agriculture Production Foodgrains Yield Other Cash Crops Onion,"Annual, Ending mar Of Each Year",kg/ha,2007,11987.0
Agriculture Production Foodgrains Yield Other Cash Crops Potato,"Annual, Ending mar Of Each Year",kg/ha,2007,16962.0
